,run,sample,assembler,reference,LSA,breadth_of_coverage,multiplicity,validity,parsimony,identity,lowest_identity,L90,contigs,NA50,NG50,basepairs,Ns,misassembled contigs,misassembly events,distribution,type,algorythm
1491,run3,EMS,IDBA-UD,Lactobacillus_fermentum,0.06396519663491894,0.9393497094733572,1.000582755141152,1.0,1.000582755141152,0.9999663133309379,0.9970355731225297,56.0,88.0,40069.0,37467.0,1789774.0,0.0,0.0,0.0,Even,Metagenomic,Multiple k-mer De Bruijn graph
1492,run3,EMS,MEGAHIT,Lactobacillus_fermentum,0.06400928341659962,0.9484405088244418,0.9990387887742481,0.9997474822988414,0.9992911274725457,0.9992919861089404,0.9753129959442779,35.0,81.0,46932.0,52972.0,1807095.0,0.0,3.0,6.0,Even,Metagenomic,Multiple k-mer De Bruijn graph
1493,run3,EMS,MetaHipMer2,Lactobacillus_fermentum,0.06396414694964082,0.9380974349365702,1.000664097554644,1.0,1.000664097554644,1.0,1.0,54.0,86.0,40362.0,40067.0,1787388.0,0.0,0.0,0.0,Even,Metagenomic,Multiple k-mer De Bruijn graph
1494,run3,EMS,metaSPAdes,Lactobacillus_fermentum,0.06391901048268203,0.9428425372362731,1.0004514511845444,1.0,1.0004514511845444,0.9998491205811961,0.9909245604083948,48.0,78.0,46069.0,45077.0,1796429.0,0.0,0.0,0.0,Even,Metagenomic,Multiple k-mer De Bruijn graph
1495,run3,EMS,MINIA,Lactobacillus_fermentum,0.03464433776143068,0.9205335760205696,1.0003740186997947,1.0,1.0003740186997947,1.0,1.0,207.0,238.0,11293.0,10836.0,1753923.0,0.0,0.0,0.0,Even,Genomic,Single k-mer De Bruijn graph
1496,run3,EMS,SKESA,Lactobacillus_fermentum,0.06386022810710779,0.9322181476938677,1.0,1.0,1.0,1.0,1.0,56.0,86.0,40164.0,39869.0,1776186.0,0.0,0.0,0.0,Even,Genomic,Multiple k-mer De Bruijn graph
1497,run3,EMS,SPAdes,Lactobacillus_fermentum,0.06398094191409061,0.9409525788930334,1.0014881516799157,1.0,1.0014881516799157,0.999990454652405,0.9990482233502538,76.0,109.0,32241.0,29397.0,1792828.0,0.0,0.0,0.0,Even,Genomic,Multiple k-mer De Bruijn graph
1498,run3,EMS,Unicycler,Lactobacillus_fermentum,0.06386285232030306,0.9318197921308243,0.9998563725796668,1.0,0.9998563725796668,0.9999459177440699,0.995835666293393,49.0,77.0,45959.0,40306.0,1775427.0,0.0,0.0,0.0,Even,Genomic,Multiple k-mer De Bruijn graph
1499,run3,EMS,VelvetOptimiser,Lactobacillus_fermentum,0.026160781343733615,0.9180080332414334,1.000687206243629,0.9999994286739408,1.0006877779626335,0.9999807620493267,0.9985196150999259,207.0,235.0,11578.0,10959.0,1749111.0,0.0,0.0,0.0,Even,Genomic,Multiple k-mer De Bruijn graph
1500,run3,EMS,ABySS,Listeria_monocytogenes,0.24399450330209582,0.9882159191696671,1.012284415707387,1.0,1.012284415707387,0.9999955986037082,0.9999531550100716,9.0,15.0,351141.0,351141.0,2957080.0,0.0,0.0,0.0,Even,Genomic,Single k-mer De Bruijn graph
1502,run3,EMS,GATBMiniaPipeline,Listeria_monocytogenes,0.2113638748512035,0.9755896886117964,1.0000592608222936,1.0,1.0000592608222936,1.0,1.0,10.0,19.0,351186.0,351186.0,2919298.0,0.0,0.0,0.0,Even,Metagenomic,Multiple k-mer De Bruijn graph
1503,run3,EMS,IDBA-UD,Listeria_monocytogenes,0.15650717732130887,0.9747298270050683,0.9999149731291088,1.0,0.9999149731291088,0.9998330000083575,0.9958391123439667,13.0,25.0,254629.0,254629.0,2916725.0,0.0,0.0,0.0,Even,Metagenomic,Multiple k-mer De Bruijn graph
1504,run3,EMS,MEGAHIT,Listeria_monocytogenes,0.2113033871128367,0.9894403781385951,0.9997875533987404,0.9999344663006463,0.9998530774697171,0.992978034514649,0.8721568627450981,8.0,20.0,447852.0,447852.0,2960744.0,0.0,0.0,0.0,Even,Metagenomic,Multiple k-mer De Bruijn graph
1505,run3,EMS,MetaHipMer2,Listeria_monocytogenes,0.15652455501409931,0.9856827862590573,1.0001403627733514,1.0,1.0001403627733514,1.0,1.0,13.0,22.0,254627.0,254627.0,2949500.0,0.0,0.0,0.0,Even,Metagenomic,Multiple k-mer De Bruijn graph
1506,run3,EMS,metaSPAdes,Listeria_monocytogenes,0.3066915479580877,0.9895947722553103,1.0000817234599686,0.9999989869830701,1.0000827365607121,0.998881065981605,0.988909426987061,6.0,13.0,475510.0,475510.0,2961206.0,0.0,0.0,0.0,Even,Metagenomic,Multiple k-mer De Bruijn graph
1507,run3,EMS,MINIA,Listeria_monocytogenes,0.054075369727123436,0.9752922627159596,1.0006082083108325,1.0,1.0006082083108325,0.9999446278994846,0.9929123711340206,72.0,128.0,46368.0,44353.0,2918408.0,0.0,0.0,0.0,Even,Genomic,Single k-mer De Bruijn graph
1508,run3,EMS,SKESA,Listeria_monocytogenes,0.21121014910728786,0.9730909769003677,1.0,1.0,1.0,1.0,1.0,11.0,19.0,351014.0,351014.0,2911821.0,0.0,0.0,0.0,Even,Genomic,Multiple k-mer De Bruijn graph
1509,run3,EMS,SPAdes,Listeria_monocytogenes,0.181479590234004,0.9884398240575443,1.0001369284084185,1.0,1.0001369284084185,0.9999086748576277,0.9982316534040672,10.0,20.0,255092.0,255092.0,2957750.0,0.0,0.0,0.0,Even,Genomic,Multiple k-mer De Bruijn graph
1510,run3,EMS,Unicycler,Listeria_monocytogenes,0.21122852935927777,0.9870466009567088,1.0000362272102916,0.9999857806908553,1.000050447236761,0.9982525230084409,0.9725,9.0,16.0,350996.0,350996.0,2953581.0,0.0,0.0,0.0,Even,Genomic,Multiple k-mer De Bruijn graph
1511,run3,EMS,VelvetOptimiser,Listeria_monocytogenes,0.05407570391352325,0.9746299052715232,1.0005787906156371,1.0,1.0005787906156371,0.999992218972109,0.9990530303030303,74.0,125.0,44320.0,44320.0,2916426.0,0.0,0.0,0.0,Even,Genomic,Multiple k-mer De Bruijn graph
1512,run3,EMS,ABySS,Pseudomonas_aeruginosa,0.043899074397150906,0.998303674880343,1.0239275319401464,0.9993043930321858,1.0246402788576228,0.9980316069460937,0.9770106186870611,67.0,143.0,92433.0,93704.0,6780808.0,296.0,2.0,3.0,Even,Genomic,Single k-mer De Bruijn graph
1514,run3,EMS,GATBMiniaPipeline,Pseudomonas_aeruginosa,0.0680336497196102,0.9888385870533382,1.000612370874313,0.9999986608418245,1.0006137108543445,0.999990621669376,0.99953509995351,39.0,98.0,204303.0,204303.0,6716518.0,0.0,0.0,0.0,Even,Metagenomic,Multiple k-mer De Bruijn graph
1515,run3,EMS,IDBA-UD,Pseudomonas_aeruginosa,0.05008914466758829,0.9861648359252274,1.0006619533715506,0.9998481460316068,1.0008139309385868,0.9991091542878199,0.9519548725928808,76.0,164.0,84458.0,83502.0,6698357.0,0.0,1.0,1.0,Even,Metagenomic,Multiple k-mer De Bruijn graph
1516,run3,EMS,MEGAHIT,Pseudomonas_aeruginosa,0.06899944496218528,0.9910628606089515,1.0005609343121558,1.0,1.0005609343121558,0.9999010209124327,0.9954716981132076,30.0,82.0,250917.0,250917.0,6731626.0,0.0,0.0,0.0,Even,Metagenomic,Multiple k-mer De Bruijn graph
1517,run3,EMS,MetaHipMer2,Pseudomonas_aeruginosa,0.06852523360908554,0.9885572402989843,1.0005047205294368,1.0,1.0005047205294368,1.0,1.0,37.0,100.0,211554.0,211015.0,6714607.0,0.0,0.0,0.0,Even,Metagenomic,Multiple k-mer De Bruijn graph
1518,run3,EMS,metaSPAdes,Pseudomonas_aeruginosa,0.12479429003007804,0.9903647202064682,1.0001852269193285,1.0,1.0001852269193285,0.9994956772831299,0.9788439743105403,24.0,57.0,256394.0,256394.0,6726884.0,0.0,0.0,0.0,Even,Metagenomic,Multiple k-mer De Bruijn graph
1519,run3,EMS,MINIA,Pseudomonas_aeruginosa,0.015603629387853653,0.959701162929363,1.0010385654481089,1.0,1.0010385654481089,0.999969388333663,0.9886240520043337,335.0,523.0,22207.0,21734.0,6518607.0,0.0,0.0,0.0,Even,Genomic,Single k-mer De Bruijn graph
1520,run3,EMS,SKESA,Pseudomonas_aeruginosa,0.018880708092804677,0.9825201366835828,0.9993445817333101,0.9969967038488384,1.0023549504982392,0.9970374477824968,0.25073449822174115,174.0,303.0,38251.0,38251.0,6673601.0,0.0,6.0,12.0,Even,Genomic,Multiple k-mer De Bruijn graph
1521,run3,EMS,SPAdes,Pseudomonas_aeruginosa,0.12516647453819235,0.9906597588750841,1.0002495211690252,0.9999994056967826,1.0002501156208872,0.9995688586290978,0.9746764209341587,26.0,63.0,252244.0,252244.0,6728888.0,0.0,0.0,0.0,Even,Genomic,Multiple k-mer De Bruijn graph
1522,run3,EMS,Unicycler,Pseudomonas_aeruginosa,0.12477809529277877,0.9898850615326404,0.9997544479719722,0.9998689545038597,0.9998854784605806,0.9974901554909701,0.8643403952287698,22.0,60.0,283759.0,283759.0,6723626.0,0.0,0.0,0.0,Even,Genomic,Multiple k-mer De Bruijn graph
1523,run3,EMS,VelvetOptimiser,Pseudomonas_aeruginosa,0.08452121731423533,0.987725272476455,0.9997609166016292,0.9993725753598678,1.0003885850495964,0.9947269459756937,0.8820694087403599,14.0,69.0,338923.0,464977.0,6708956.0,6228.0,6.0,11.0,Even,Genomic,Multiple k-mer De Bruijn graph
1524,run3,EMS,ABySS,Salmonella_enterica,0.0771028538077452,0.9881607127775306,1.0078834560744858,0.9993058257932621,1.008583588787161,0.9969428146588736,0.9037135278514589,33.0,68.0,157988.0,157988.0,4703394.0,1.0,0.0,0.0,Even,Genomic,Single k-mer De Bruijn graph
1526,run3,EMS,GATBMiniaPipeline,Salmonella_enterica,0.07709108847404883,0.9774836724480676,1.002761052269131,1.0,1.002761052269131,0.9995186215561839,0.9376324040335565,82.0,158.0,64572.0,60374.0,4652574.0,0.0,1.0,1.0,Even,Metagenomic,Multiple k-mer De Bruijn graph
1527,run3,EMS,IDBA-UD,Salmonella_enterica,0.019672688416566768,0.9624185828403449,1.0062990245516787,0.9912432054903981,1.01518882447606,0.9932718572358693,0.6016016016016016,200.0,386.0,25944.0,26117.0,4580868.0,0.0,9.0,14.0,Even,Metagenomic,Multiple k-mer De Bruijn graph
1528,run3,EMS,MEGAHIT,Salmonella_enterica,0.08749878669996256,0.9814851464763036,1.0009277295670453,0.9999982891221101,1.000929442035097,0.9995155461576645,0.9725730688935282,42.0,102.0,120785.0,120785.0,4671620.0,0.0,1.0,2.0,Even,Metagenomic,Multiple k-mer De Bruijn graph
1529,run3,EMS,MetaHipMer2,Salmonella_enterica,0.05948510697839759,0.9752180053305366,1.0011338298371963,1.0,1.0011338298371963,1.0,1.0,86.0,162.0,64529.0,60329.0,4641790.0,0.0,0.0,0.0,Even,Metagenomic,Multiple k-mer De Bruijn graph
1530,run3,EMS,metaSPAdes,Salmonella_enterica,0.07435480800866265,0.9833602465341638,1.0001666472600947,1.0,1.0001666472600947,0.9994596776795499,0.9921052631578947,28.0,55.0,164359.0,157908.0,4680545.0,0.0,0.0,0.0,Even,Metagenomic,Multiple k-mer De Bruijn graph
1531,run3,EMS,MINIA,Salmonella_enterica,0.011955679987965744,0.8036197729878863,1.0023680884783528,1.0,1.0023680884783528,0.9999705833341405,0.9892966360856269,0.0,1083.0,4996.0,3551.0,3825026.0,0.0,0.0,0.0,Even,Genomic,Single k-mer De Bruijn graph
1532,run3,EMS,SKESA,Salmonella_enterica,0.05944350811997111,0.9615466875753454,1.0019398180093246,0.9910283073080838,1.0110102916544126,0.9964234262777867,0.6337991468663746,83.0,157.0,60912.0,60131.0,4576718.0,0.0,2.0,3.0,Even,Genomic,Multiple k-mer De Bruijn graph
1533,run3,EMS,SPAdes,Salmonella_enterica,0.08224745606173102,0.9803149159640031,1.0002353168097213,0.9999997857364313,1.0002355311237556,0.9996253327290537,0.9928894245254595,27.0,60.0,164404.0,157954.0,4666050.0,0.0,0.0,0.0,Even,Genomic,Multiple k-mer De Bruijn graph
1534,run3,EMS,Unicycler,Salmonella_enterica,0.11135005943594468,0.9790682107826763,1.0000328318007534,1.0,1.0000328318007534,0.9998051972367619,0.994833255049319,20.0,50.0,223960.0,223960.0,4660116.0,0.0,0.0,0.0,Even,Genomic,Multiple k-mer De Bruijn graph
1535,run3,EMS,VelvetOptimiser,Salmonella_enterica,0.011955679987965744,0.8113947677039909,1.0022081634206648,1.0,1.0022081634206648,0.9999844566616535,0.9939024390243902,0.0,1058.0,5129.0,3737.0,3862033.0,0.0,0.0,0.0,Even,Genomic,Multiple k-mer De Bruijn graph
1536,run3,EMS,ABySS,Staphylococcus_aureus,0.3093667012409978,0.9888872950367444,1.0056688191144205,1.0,1.0056688191144205,0.9998542293013071,0.9987985582699239,15.0,28.0,268668.0,268668.0,2688567.0,71.0,0.0,0.0,Even,Genomic,Single k-mer De Bruijn graph
1538,run3,EMS,GATBMiniaPipeline,Staphylococcus_aureus,0.1529362434621411,0.9853886669756288,1.0009503350995033,1.0,1.0009503350995033,1.0,1.0,24.0,41.0,112739.0,108199.0,2679055.0,0.0,0.0,0.0,Even,Metagenomic,Multiple k-mer De Bruijn graph
1539,run3,EMS,IDBA-UD,Staphylococcus_aureus,0.06690243418003664,0.9789331979785051,1.0005237640071178,0.9992138816124471,1.0013109129274276,0.9938421315932511,0.5717791411042945,42.0,72.0,53248.0,51887.0,2661504.0,0.0,0.0,0.0,Even,Metagenomic,Multiple k-mer De Bruijn graph
1540,run3,EMS,MEGAHIT,Staphylococcus_aureus,0.15285054325837324,0.9861526125688728,0.9999048909192088,0.9998590212419184,1.0000458761448523,0.9988218969794183,0.9733218588640276,19.0,37.0,126941.0,126941.0,2681132.0,0.0,1.0,3.0,Even,Metagenomic,Multiple k-mer De Bruijn graph
1541,run3,EMS,MetaHipMer2,Staphylococcus_aureus,0.06690169855596996,0.9811882535549034,1.0006500139636794,1.0,1.0006500139636794,1.0,1.0,42.0,67.0,53246.0,51885.0,2667635.0,0.0,0.0,0.0,Even,Metagenomic,Multiple k-mer De Bruijn graph
1542,run3,EMS,metaSPAdes,Staphylococcus_aureus,0.17271092181051795,0.9867153649798807,0.9999742792793128,0.9999966450483523,0.9999776341559242,0.9996892331571601,0.9947121034077556,13.0,23.0,204472.0,204472.0,2682662.0,0.0,0.0,0.0,Even,Metagenomic,Multiple k-mer De Bruijn graph
1543,run3,EMS,MINIA,Staphylococcus_aureus,0.033342896446200136,0.9565018133133244,1.0005887288609423,0.999999615687631,1.000589113399715,0.9999974965711373,0.9996706192358367,112.0,175.0,29647.0,29165.0,2600518.0,0.0,0.0,0.0,Even,Genomic,Single k-mer De Bruijn graph
1544,run3,EMS,SKESA,Staphylococcus_aureus,0.06682887177336894,0.9791038627619741,1.0000180317719822,1.0,1.0000180317719822,0.9999996655918789,0.9999789322883749,38.0,63.0,73147.0,63469.0,2661968.0,0.0,0.0,0.0,Even,Genomic,Multiple k-mer De Bruijn graph
1545,run3,EMS,SPAdes,Staphylococcus_aureus,0.18643104627811002,0.9852157953199597,0.9999018138308099,1.0,0.9999018138308099,0.9999483833665134,0.9997631641272599,11.0,21.0,280950.0,280950.0,2678585.0,0.0,0.0,0.0,Even,Genomic,Multiple k-mer De Bruijn graph
1546,run3,EMS,Unicycler,Staphylococcus_aureus,0.4796780173460155,0.9850892679804912,0.9998678236947309,1.0,0.9998678236947309,0.9999992185811114,0.9999900297191066,5.0,16.0,394879.0,394879.0,2678241.0,0.0,0.0,0.0,Even,Genomic,Multiple k-mer De Bruijn graph
1547,run3,EMS,VelvetOptimiser,Staphylococcus_aureus,0.023254915807825568,0.9571697599658671,1.0005502752529076,1.0,1.0005502752529076,1.0,1.0,113.0,175.0,29915.0,27455.0,2602334.0,0.0,0.0,0.0,Even,Genomic,Multiple k-mer De Bruijn graph
1548,run3,EMS,ABySS,Staphylococcus_aureus_plasmid1,0.9995265898690232,0.9995265898690232,1.0,1.0,1.0,1.0,1.0,0.0,1.0,6334.0,6334.0,6334.0,0.0,0.0,0.0,Even,Genomic,Single k-mer De Bruijn graph
1550,run3,EMS,GATBMiniaPipeline,Staphylococcus_aureus_plasmid1,0.9995265898690232,0.9995265898690232,1.0,1.0,1.0,1.0,1.0,0.0,1.0,6334.0,6334.0,6334.0,0.0,0.0,0.0,Even,Metagenomic,Multiple k-mer De Bruijn graph
1551,run3,EMS,IDBA-UD,Staphylococcus_aureus_plasmid1,0.9954237020672242,0.9954237020672242,1.0,1.0,1.0,1.0,1.0,0.0,1.0,6308.0,6308.0,6308.0,0.0,0.0,0.0,Even,Metagenomic,Multiple k-mer De Bruijn graph
1552,run3,EMS,MEGAHIT,Staphylococcus_aureus_plasmid1,0.9954237020672242,0.9954237020672242,1.0,1.0,1.0,1.0,1.0,0.0,1.0,6308.0,6308.0,6308.0,0.0,0.0,0.0,Even,Metagenomic,Multiple k-mer De Bruijn graph
1553,run3,EMS,MetaHipMer2,Staphylococcus_aureus_plasmid1,0.9995265898690232,0.9995265898690232,1.0,1.0,1.0,1.0,1.0,0.0,1.0,6334.0,6334.0,6334.0,0.0,0.0,0.0,Even,Metagenomic,Multiple k-mer De Bruijn graph
1554,run3,EMS,metaSPAdes,Staphylococcus_aureus_plasmid1,0.9998421966230078,0.9998421966230078,1.0,1.0,1.0,1.0,1.0,0.0,1.0,6336.0,6336.0,6336.0,0.0,0.0,0.0,Even,Metagenomic,Multiple k-mer De Bruijn graph
1555,run3,EMS,MINIA,Staphylococcus_aureus_plasmid1,0.995265898690232,0.995265898690232,1.0,1.0,1.0,1.0,1.0,0.0,1.0,6307.0,6307.0,6307.0,0.0,0.0,0.0,Even,Genomic,Single k-mer De Bruijn graph
1556,run3,EMS,SKESA,Staphylococcus_aureus_plasmid1,0.9537636105412656,0.9537636105412656,1.0,1.0,1.0,1.0,1.0,0.0,1.0,6044.0,6044.0,6044.0,0.0,0.0,0.0,Even,Genomic,Multiple k-mer De Bruijn graph
1557,run3,EMS,SPAdes,Staphylococcus_aureus_plasmid1,0.9998421966230078,0.9998421966230078,1.0,1.0,1.0,1.0,1.0,0.0,1.0,6336.0,6336.0,6336.0,0.0,0.0,0.0,Even,Genomic,Multiple k-mer De Bruijn graph
1558,run3,EMS,Unicycler,Staphylococcus_aureus_plasmid1,0.9831150386618274,0.9831150386618274,1.0,1.0,1.0,1.0,1.0,0.0,1.0,6230.0,6230.0,6230.0,0.0,0.0,0.0,Even,Genomic,Multiple k-mer De Bruijn graph
1559,run3,EMS,VelvetOptimiser,Staphylococcus_aureus_plasmid1,0.9998421966230078,0.9998421966230078,1.0,1.0,1.0,1.0,1.0,0.0,1.0,6336.0,6336.0,6336.0,0.0,0.0,0.0,Even,Genomic,Multiple k-mer De Bruijn graph
1560,run3,EMS,ABySS,Staphylococcus_aureus_plasmid2,0.9986462093862816,0.9986462093862816,1.0,1.0,1.0,1.0,1.0,0.0,1.0,2213.0,2213.0,2213.0,0.0,0.0,0.0,Even,Genomic,Single k-mer De Bruijn graph
1562,run3,EMS,GATBMiniaPipeline,Staphylococcus_aureus_plasmid2,0.9819494584837545,0.9819494584837545,1.0,1.0,1.0,1.0,1.0,0.0,1.0,2176.0,2176.0,2176.0,0.0,0.0,0.0,Even,Metagenomic,Multiple k-mer De Bruijn graph
1563,run3,EMS,IDBA-UD,Staphylococcus_aureus_plasmid2,0.9995487364620939,0.9995487364620939,1.0,1.0,1.0,1.0,1.0,0.0,1.0,2215.0,2215.0,2215.0,0.0,0.0,0.0,Even,Metagenomic,Multiple k-mer De Bruijn graph
1564,run3,EMS,MEGAHIT,Staphylococcus_aureus_plasmid2,0.9995487364620939,0.9995487364620939,1.0,1.0,1.0,1.0,1.0,0.0,1.0,2215.0,2215.0,2215.0,0.0,0.0,0.0,Even,Metagenomic,Multiple k-mer De Bruijn graph
1565,run3,EMS,MetaHipMer2,Staphylococcus_aureus_plasmid2,0.9986462093862816,0.9986462093862816,1.0,1.0,1.0,1.0,1.0,0.0,1.0,2213.0,2213.0,2213.0,0.0,0.0,0.0,Even,Metagenomic,Multiple k-mer De Bruijn graph
1566,run3,EMS,metaSPAdes,Staphylococcus_aureus_plasmid2,0.9368231046931408,0.9368231046931408,1.0,1.0,1.0,0.9995183044315993,0.9995183044315993,0.0,1.0,2076.0,2076.0,2076.0,0.0,0.0,0.0,Even,Metagenomic,Multiple k-mer De Bruijn graph
1567,run3,EMS,MINIA,Staphylococcus_aureus_plasmid2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Even,Genomic,Single k-mer De Bruijn graph
1568,run3,EMS,SKESA,Staphylococcus_aureus_plasmid2,0.8605595667870036,0.8605595667870036,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1907.0,1907.0,1907.0,0.0,0.0,0.0,Even,Genomic,Multiple k-mer De Bruijn graph
1569,run3,EMS,SPAdes,Staphylococcus_aureus_plasmid2,0.7125451263537906,0.7125451263537906,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1579.0,1579.0,1579.0,0.0,0.0,0.0,Even,Genomic,Multiple k-mer De Bruijn graph
1570,run3,EMS,Unicycler,Staphylococcus_aureus_plasmid2,0.9517148014440433,0.9517148014440433,1.0,1.0,1.0,1.0,1.0,0.0,1.0,2109.0,2109.0,2109.0,0.0,0.0,0.0,Even,Genomic,Multiple k-mer De Bruijn graph
1571,run3,EMS,VelvetOptimiser,Staphylococcus_aureus_plasmid2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Even,Genomic,Multiple k-mer De Bruijn graph
1572,run3,EMS,ABySS,Staphylococcus_aureus_plasmid3,0.9993317741396592,0.9993317741396592,1.0,1.0,1.0,1.0,1.0,0.0,1.0,2991.0,2991.0,2991.0,0.0,0.0,0.0,Even,Genomic,Single k-mer De Bruijn graph
1574,run3,EMS,GATBMiniaPipeline,Staphylococcus_aureus_plasmid3,0.9318409622452389,0.9318409622452389,1.0,1.0,1.0,1.0,1.0,0.0,1.0,2789.0,2789.0,2789.0,0.0,0.0,0.0,Even,Metagenomic,Multiple k-mer De Bruijn graph
1575,run3,EMS,IDBA-UD,Staphylococcus_aureus_plasmid3,0.9512195121951219,0.9512195121951219,1.0,1.0,1.0,1.0,1.0,0.0,1.0,2847.0,2847.0,2847.0,0.0,0.0,0.0,Even,Metagenomic,Multiple k-mer De Bruijn graph
1576,run3,EMS,MEGAHIT,Staphylococcus_aureus_plasmid3,0.9996658870698296,0.9996658870698296,1.0,1.0,1.0,1.0,1.0,0.0,1.0,2992.0,2992.0,2992.0,0.0,0.0,0.0,Even,Metagenomic,Multiple k-mer De Bruijn graph
1577,run3,EMS,MetaHipMer2,Staphylococcus_aureus_plasmid3,0.9989976612094889,0.9989976612094889,1.0,1.0,1.0,1.0,1.0,0.0,1.0,2990.0,2990.0,2990.0,0.0,0.0,0.0,Even,Metagenomic,Multiple k-mer De Bruijn graph
1578,run3,EMS,metaSPAdes,Staphylococcus_aureus_plasmid3,0.5603073838957567,0.9512195121951219,1.0193185809624166,1.0,1.0193185809624166,1.0,1.0,1.0,2.0,1677.0,1677.0,2847.0,0.0,0.0,0.0,Even,Metagenomic,Multiple k-mer De Bruijn graph
1579,run3,EMS,MINIA,Staphylococcus_aureus_plasmid3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Even,Genomic,Single k-mer De Bruijn graph
1580,run3,EMS,SKESA,Staphylococcus_aureus_plasmid3,0.9081189442031407,0.9081189442031407,1.0,1.0,1.0,1.0,1.0,0.0,1.0,2718.0,2718.0,2718.0,0.0,0.0,0.0,Even,Genomic,Multiple k-mer De Bruijn graph
1581,run3,EMS,SPAdes,Staphylococcus_aureus_plasmid3,0.9996658870698296,0.9996658870698296,1.0,1.0,1.0,1.0,1.0,0.0,1.0,2992.0,2992.0,2992.0,0.0,0.0,0.0,Even,Genomic,Multiple k-mer De Bruijn graph
1582,run3,EMS,Unicycler,Staphylococcus_aureus_plasmid3,0.9642499164717675,0.9642499164717675,1.0,1.0,1.0,1.0,1.0,0.0,1.0,2886.0,2886.0,2886.0,0.0,0.0,0.0,Even,Genomic,Multiple k-mer De Bruijn graph
1583,run3,EMS,VelvetOptimiser,Staphylococcus_aureus_plasmid3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Even,Genomic,Multiple k-mer De Bruijn graph
1584,run3,ERR2984773,ABySS,Bacillus_subtilis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Even,Genomic,Single k-mer De Bruijn graph
1586,run3,ERR2984773,GATBMiniaPipeline,Bacillus_subtilis,0.18994249911695868,0.9842629552482811,1.000078603519328,0.9999952289381474,1.000083374978968,0.9998086538918349,0.9953271028037384,15.0,30.0,263420.0,257358.0,3982010.0,0.0,0.0,0.0,Even,Metagenomic,Multiple k-mer De Bruijn graph
1587,run3,ERR2984773,IDBA-UD,Bacillus_subtilis,0.031121367326160738,0.983004575006853,1.0032975275583937,0.9999864664605057,1.0033111059088706,0.9997561779326571,0.9646084337349398,120.0,184.0,34330.0,34330.0,3976919.0,0.0,0.0,0.0,Even,Metagenomic,Multiple k-mer De Bruijn graph
1588,run3,ERR2984773,MEGAHIT,Bacillus_subtilis,0.103094241087462,0.9861187633120488,0.9989720562734646,0.9874403788401156,1.0116783531243625,0.9786357671000795,0.42089903563236336,14.0,31.0,294549.0,294549.0,3989518.0,0.0,2.0,4.0,Even,Metagenomic,Multiple k-mer De Bruijn graph
1589,run3,ERR2984773,MetaHipMer2,Bacillus_subtilis,0.0006181907255571812,0.05253286409172062,1.0009222184057855,0.9998871920696025,1.0010351431085347,0.9998967255938278,0.9831697054698457,0.0,177.0,1149.0,0.0,212531.0,0.0,0.0,0.0,Even,Metagenomic,Multiple k-mer De Bruijn graph
1590,run3,ERR2984773,metaSPAdes,Bacillus_subtilis,0.10595976890888718,0.9826770649263399,1.000735487577454,0.9999115326713364,1.0008240278056562,0.9986095901840878,0.9659815733522324,24.0,51.0,164894.0,164894.0,3975594.0,0.0,0.0,0.0,Even,Metagenomic,Multiple k-mer De Bruijn graph
1591,run3,ERR2984773,MINIA,Bacillus_subtilis,0.02915605966566288,0.9761234028322083,1.000572791637546,0.9999757050471246,1.0005971010969643,0.9999453422523836,0.9983783783783784,102.0,170.0,46155.0,43056.0,3949080.0,0.0,0.0,0.0,Even,Genomic,Single k-mer De Bruijn graph
1592,run3,ERR2984773,SKESA,Bacillus_subtilis,0.09203898383385525,0.9814458742010299,1.0000073036581505,1.0,1.0000073036581505,0.9999929982149797,0.9999323913190453,20.0,34.0,200881.0,200881.0,3970613.0,0.0,0.0,0.0,Even,Genomic,Multiple k-mer De Bruijn graph
